,gameId,playId,weight_all_sum,db_ct,mean_pairwise_dist,mean_offset_db_orientation_abs
0,2022090800,56,2639,5,10.823594234650102,39.84963888888889
1,2022090800,80,2639,5,12.818116950643985,27.345678160919533
2,2022090800,101,2648,5,8.904862955598672,26.58326923076924
3,2022090800,122,2648,5,10.659881457415517,11.458594594594592
4,2022090800,167,2648,5,12.869641491257383,18.997359999999997
5,2022090800,191,2660,5,9.713718904162986,18.681345454545447
6,2022090800,212,2560,5,10.323122299056054,18.70649019607842
7,2022090800,236,2694,4,6.572879612267989,16.68027472527472
8,2022090800,299,2555,5,9.806563098256259,7.850384105960262
9,2022090800,343,2555,5,9.95632171533426,8.05501754385964
10,2022090800,364,2555,5,11.025991673989619,8.701630573248405
11,2022090800,393,2595,5,10.753942284270941,12.99981707317075
12,2022090800,414,2595,5,10.205701329176545,35.724999999999994
13,2022090800,438,2601,5,9.580390271650112,9.24325
14,2022090800,467,2582,5,10.892609750751154,16.80095454545455
15,2022090800,486,2582,5,13.877824025138562,15.721159999999992
16,2022090800,529,2648,5,11.141505093781786,11.138945945945938
17,2022090800,550,2648,5,11.36191208871488,15.895931034482766
18,2022090800,569,2548,5,9.724019278167372,20.153455999999977
19,2022090800,593,2639,5,10.242493388606677,25.58700787401576
20,2022090800,617,2639,5,10.081404121817812,25.402578125000012
21,2022090800,646,2660,5,11.235559682593296,12.71232258064515
22,2022090800,692,2711,4,11.71566033771645,10.58493362831858
23,2022090800,721,2665,5,11.379824986540774,20.03463218390804
24,2022090800,775,2625,5,11.163234055123361,26.266874999999988
25,2022090800,818,2574,5,13.240288191415695,3.0761111111111292
26,2022090800,867,2584,5,10.11809292951481,23.78534065934067
27,2022090800,896,2548,5,9.209075431425005,19.478018518518518
28,2022090800,933,2596,5,9.735132321338586,11.448740157480312
29,2022090800,954,2596,5,10.881335304148951,16.006585365853645
30,2022090800,1009,2657,5,10.572493444496802,14.623254545454534
31,2022090800,1030,2557,5,10.203432705611501,9.159554347826088
32,2022090800,1102,2657,5,12.665212754510385,11.654963963963956
33,2022090800,1126,2557,5,11.02792638889658,12.292809160305342
34,2022090800,1187,2546,5,9.975818828138244,9.938032520325214
35,2022090800,1208,2546,5,8.428112770083125,13.751728813559334
36,2022090800,1230,2546,5,11.230877685917488,9.729846153846154
37,2022090800,1254,2636,5,10.831971132090004,9.151683333333342
38,2022090800,1286,2636,5,8.823706666284252,7.595604938271606
39,2022090800,1315,2636,5,13.031501505677918,22.331509803921563
40,2022090800,1334,2582,5,12.69037272592381,8.651373493975893
41,2022090800,1358,2596,5,11.478745721710284,13.661319148936183
42,2022090800,1385,2567,5,9.317450098600787,12.312335329341312
43,2022090800,1406,2600,5,8.157088139982381,11.550534883720934
44,2022090800,1427,2600,5,7.727104910847709,14.593365853658526
45,2022090800,1483,2548,5,10.961058272766333,15.994492957746473
46,2022090800,1504,2548,5,10.881803116851026,16.74336690647483
47,2022090800,1563,2523,6,13.460611180200775,4.9902519379845005
48,2022090800,1609,2548,5,12.647208150322902,15.432231884057973
49,2022090800,1635,2609,5,9.346038852767645,11.595435483870967
50,2022090800,1657,2609,5,11.05678713315652,12.038613138686122
51,2022090800,1712,2606,5,10.492261424250511,5.203844827586215
52,2022090800,1736,2606,5,8.206526356529444,25.13297142857143
53,2022090800,1757,2606,5,9.72212937504695,10.022563636363639
54,2022090800,1800,2636,5,12.932808031625592,10.849759398496246
55,2022090800,1836,2636,5,10.551311092475867,7.689942028985518
56,2022090800,1946,2595,5,9.129787999404375,7.136803418803413
57,2022090800,1967,2595,5,10.797213880532059,20.64589743589745
58,2022090800,1991,2595,5,10.96045450131463,8.148595238095226
59,2022090800,2043,2648,5,11.643210066095833,12.402943396226409
60,2022090800,2072,2639,5,10.654262690554178,19.406521739130437
61,2022090800,2093,2548,5,11.751362943632873,13.070519083969469
62,2022090800,2137,2523,6,10.263657716605824,9.219490358126725
63,2022090800,2163,2648,5,10.003984493459809,12.342330275229363
64,2022090800,2184,2687,5,11.109442571964813,20.61086330935254
65,2022090800,2208,2652,5,12.033574050276204,18.30792063492064
66,2022090800,2288,2605,5,8.371166485621595,11.35548031496063
67,2022090800,2336,2605,5,10.571594693284725,19.694162162162154
68,2022090800,2360,2659,5,9.634563637142204,12.236956521739137
69,2022090800,2381,2609,5,10.928108926699434,16.050122448979597
70,2022090800,2400,2595,5,10.021115182103873,25.750571428571437
71,2022090800,2464,2650,4,10.304883820518626,27.832064220183476
72,2022090800,2485,2732,4,7.860706831394491,31.858584558823537
73,2022090800,2506,2682,4,8.86461304222514,7.9301213592232855
74,2022090800,2527,2548,5,11.728736333254547,20.343500000000013
75,2022090800,2551,2698,4,9.540426811823874,24.04820093457944
76,2022090800,2572,2698,4,10.628779314798907,19.71824
77,2022090800,2599,2552,5,13.54211848436806,8.076727272727277
78,2022090800,2623,2552,5,10.938010026359697,19.71317741935484
79,2022090800,2688,2548,5,13.449723530423313,13.788578947368416
80,2022090800,2712,2648,5,8.203057314808646,25.516967741935474
81,2022090800,2733,2648,5,9.789910020461681,11.969714285714275
82,2022090800,2755,2548,5,9.513721587324495,23.489328
83,2022090800,2815,2600,5,11.247467529039106,12.700108433734943
84,2022090800,2839,2600,5,9.602335225155107,20.376085714285715
85,2022090800,2860,2600,5,11.487072654056346,22.22417142857144
86,2022090800,2884,2567,5,11.27870966096379,8.4948347826087
87,2022090800,2908,2548,5,11.418355961855513,29.008333333333336
88,2022090800,2934,2639,5,12.18911580759813,20.57733962264151
89,2022090800,2958,2639,5,8.9800620204896,28.02591666666667
90,2022090800,2979,2552,5,12.226652785727667,19.9552972972973
91,2022090800,3047,2518,5,12.358935165945518,10.224876190476198
92,2022090800,3092,2518,5,10.65974716257807,13.556601626016255
93,2022090800,3121,2600,5,11.649246695084408,9.533227586206896
94,2022090800,3145,2600,5,7.989459402649249,9.654114285714257
95,2022090800,3166,2600,5,11.966315608082635,13.38576
96,2022090800,3190,2532,5,11.101403921538866,14.170799999999996
97,2022090800,3214,2562,5,10.848493581889999,16.775333333333357
98,2022090800,3262,2650,4,9.618848185705476,16.703344594594604
99,2022090800,3283,2650,4,9.309072654215228,23.96254807692307
100,2022090800,3304,2732,4,7.991936617978331,24.19708333333333
101,2022090800,3341,2617,5,10.568784770873979,12.333210526315787
102,2022090800,3362,2617,5,10.539734473543485,26.649750000000004
103,2022090800,3407,2659,5,14.487468143051723,28.978571428571428
104,2022090800,3431,2639,5,12.715728033507995,35.42893333333332
105,2022090800,3455,2639,5,12.756753705738824,21.76933333333333
106,2022090800,3489,2557,5,12.818569798902274,7.35
107,2022090800,3513,2557,5,10.530792722372,9.329968750000011
108,2022090800,3537,2557,5,13.60971125133843,13.242785714285707
109,2022090800,3576,2632,5,12.599097370931629,23.219243697478987
110,2022090800,3617,2659,5,9.730058010419887,13.070000000000016
111,2022090800,3636,2659,5,9.172304268344682,14.569979999999997
112,2022090800,3674,2627,5,9.98663463215776,16.24587200000001
113,2022090800,3696,2632,5,12.608600031029857,14.27803333333332
114,2022091100,57,2624,5,10.323436394571237,12.852174757281546
115,2022091100,78,2624,5,8.302967742693204,14.712142857142856
116,2022091100,99,2624,5,7.814335823248036,21.999306122448974
117,2022091100,121,2518,6,9.123565279039449,20.05677370030581
118,2022091100,145,2588,5,9.549694778525796,25.9424342105263
119,2022091100,166,2629,4,9.235351171457602,32.856985815602826
120,2022091100,190,2588,5,10.23562921234174,13.647199999999993
121,2022091100,212,2624,5,10.289434907965195,28.015757142857137
122,2022091100,233,2624,5,8.262180391918829,28.202424242424247
123,2022091100,301,2697,4,9.772011004226874,22.318838709677415
124,2022091100,322,2697,4,9.051954679771454,23.61144886363636
125,2022091100,348,2539,5,10.255995123121064,17.394935251798564
126,2022091100,395,2665,4,8.860757485307662,20.857499999999995
127,2022091100,419,2624,5,12.307375450211898,24.15056338028168
128,2022091100,458,2518,6,11.703413846494641,18.971014492753614
129,2022091100,501,2596,5,8.173150659020397,23.682666666666677
130,2022091100,522,2697,4,9.857958431847521,46.30913934426229
131,2022091100,546,2774,4,7.658909514339694,31.236085526315776
132,2022091100,572,2608,5,8.122992822801079,11.942043478260876
133,2022091100,594,2697,4,8.241519950116174,17.596712328767126
134,2022091100,679,2588,5,8.527608557947744,11.63312621359223
