,gameId,playId,a_mean,a_max,y_delta,dis_sum
0,2022090800,56,-0.028666666666666646,-0.010000000000000009,-0.0,-0.31
1,2022090800,80,-4.25,-4.87,-1.26,-4.23
2,2022090800,101,-1.536,-3.15,-1.55,-1.3299999999999998
3,2022090800,122,-0.018000000000000002,-0.09,-0.04,-0.12000000000000001
4,2022090800,167,-0.344,-0.92,-0.01,-0.23
5,2022090800,191,-0.02333333333333333,-0.030000000000000027,-0.02,-0.05000000000000002
6,2022090800,212,-2.0900000000000003,-2.84,-7.5,-7.61
7,2022090800,236,-2.7173333333333334,-3.77,-0.02,-3.66
8,2022090800,299,-2.988,-2.5599999999999996,-5.1,-5.159999999999999
9,2022090800,343,-1.662,-3.0300000000000002,-3.67,-3.6100000000000003
10,2022090800,364,-0.09866666666666668,-0.35,-0.04,-0.10999999999999999
11,2022090800,393,-2.5406666666666666,-3.42,-0.09,-3.19
12,2022090800,414,-0.41600000000000004,-0.8599999999999999,-0.18,-0.43
13,2022090800,438,-3.0799999999999996,-3.7,-4.7,-4.54
14,2022090800,467,-0.11066666666666664,-0.17999999999999994,-0.01,-0.15000000000000002
15,2022090800,486,-0.55,-1.1,-0.0,-0.06999999999999995
16,2022090800,529,-1.0026666666666666,-5.68,-0.24,-0.20000000000000004
17,2022090800,550,-1.1473333333333333,-1.09,-0.03,-2.93
18,2022090800,569,-0.6713333333333333,-0.22999999999999998,-5.65,-6.06
19,2022090800,593,-0.031999999999999994,-0.39999999999999997,-0.01,-0.049999999999999996
20,2022090800,617,-2.4353333333333333,-3.5000000000000004,-0.01,-7.3999999999999995
21,2022090800,646,-0.094,-1.1600000000000001,-0.04,0.0
22,2022090800,692,-0.6853333333333333,-1.24,-8.55,-8.73
23,2022090800,721,-0.396,-0.21000000000000008,-0.02,-0.26
24,2022090800,775,-0.060666666666666674,-0.7,-0.01,-2.7755575615628914e-17
25,2022090800,818,-1.6326666666666667,-1.5999999999999999,-0.0,-9.299999999999999
26,2022090800,867,-0.04133333333333335,-0.44000000000000006,-0.01,-0.020000000000000018
27,2022090800,896,-0.03066666666666666,-0.48000000000000004,-0.08,-0.07999999999999999
28,2022090800,933,-2.8693333333333335,-4.05,-0.04,-7.4799999999999995
29,2022090800,954,-0.24733333333333335,-0.08999999999999997,-0.01,-0.31000000000000005
30,2022090800,1009,-0.028666666666666667,-0.45,-0.01,-0.12
31,2022090800,1030,-4.204,-5.680000000000001,-3.75,-4.45
32,2022090800,1102,-0.10266666666666668,-0.7400000000000001,-0.01,-0.16
33,2022090800,1126,-0.48333333333333334,-0.1100000000000001,-0.09,-0.21000000000000002
34,2022090800,1187,-2.8386666666666667,-3.43,-3.07,-3.13
35,2022090800,1208,-0.019333333333333334,-0.16999999999999998,0.0,-0.009999999999999998
36,2022090800,1230,-0.017333333333333333,-0.13,-0.0,-0.07
