,gameId,playId,pass_rate_off,pass_rate_def
0,2022102302,2655,0.654054054054054,0.6487935656836461
1,2022091809,3698,0.6888888888888889,0.4482758620689655
2,2022103004,3146,0.6122448979591837,0.680672268907563
3,2022110610,348,0.6590389016018307,0.6870229007633588
4,2022102700,2799,0.5662337662337662,0.6033254156769596
5,2022100205,2314,0.5829145728643216,0.5932203389830508
6,2022110605,3861,0.6608863198458574,0.5991902834008097
7,2022100203,3994,0.7087378640776699,0.5894736842105263
8,2022091104,3662,,
9,2022100204,1422,0.6,0.6470588235294118
10,2022100912,445,0.5814977973568282,0.6535087719298246
11,2022102306,3240,0.6037234042553191,0.592896174863388
12,2022091112,1674,,
13,2022110603,2325,0.6074380165289256,0.5925058548009368
14,2022092511,1310,0.5491803278688525,0.703125
15,2022100212,2463,0.7277777777777777,0.6493506493506493
16,2022100913,2604,0.6307692307692307,0.7198443579766537
17,2022102308,3304,0.6057347670250897,0.6192052980132451
18,2022110607,3178,0.6431372549019608,0.6410256410256411
19,2022100207,681,0.5163398692810458,0.5879120879120879
20,2022092505,3437,0.591304347826087,0.7737226277372263
21,2022100202,3292,0.6103896103896104,0.6283783783783784
22,2022091111,923,,
23,2022092506,1412,0.6766917293233082,0.5625
24,2022110300,1182,0.5336322869955157,0.5186915887850467
25,2022103011,1982,0.5946745562130178,0.618798955613577
26,2022091109,3544,,
27,2022101601,2344,0.5,0.5888157894736842
28,2022100900,3560,0.5537848605577689,0.5734597156398105
29,2022091109,2502,,
30,2022091803,1222,0.6,0.640625
31,2022092509,2694,0.6166666666666667,0.7155963302752294
32,2022102700,710,0.6737089201877934,0.6658823529411765
33,2022101700,3813,0.6440677966101694,0.6220735785953178
34,2022101608,1317,0.6959459459459459,0.5570469798657718
35,2022091806,346,0.6153846153846154,0.6888888888888889
36,2022092506,226,0.6766917293233082,0.5625
37,2022101609,888,0.6261682242990654,0.631768953068592
38,2022103007,2474,0.5513784461152882,0.6013824884792627
39,2022100913,893,0.6076555023923444,0.66
40,2022102302,1437,0.47093023255813954,0.623342175066313
41,2022092503,1755,0.6829268292682927,0.6513761467889908
42,2022100904,3693,0.45454545454545453,0.5877551020408164
43,2022092511,2008,0.6458333333333334,0.6495726495726496
44,2022103100,2098,0.5472972972972973,0.6047619047619047
45,2022100211,2256,0.6067415730337079,0.5827814569536424
46,2022101601,1919,0.5,0.5888157894736842
47,2022091104,4469,,
48,2022091109,1041,,
49,2022100209,1698,0.5789473684210527,0.7150259067357513
50,2022103009,555,0.6774193548387096,0.6092233009708737
51,2022092506,717,0.6766917293233082,0.5625
52,2022103001,664,0.46770025839793283,0.5829383886255924
53,2022103100,3727,0.5472972972972973,0.6047619047619047
54,2022092502,64,0.6466165413533834,0.6821705426356589
