gameId,playId,y_delta,sum_all_delta,motionSinceLineset
2022090800,56,55.47,55.47,1
2022090800,80,11.719999999999995,11.719999999999995,1
2022090800,101,32.07999999999999,32.07999999999999,1
2022090800,122,44.139999999999986,0.0,0
2022090800,167,65.25,0.0,0
2022090800,191,37.779999999999994,37.779999999999994,1
2022090800,212,56.78,56.78,1
2022090800,236,22.78,22.78,1
2022090800,299,29.65000000000001,88.95000000000003,3
2022090800,343,39.54999999999999,39.54999999999999,1
2022090800,364,48.93,48.93,1
2022090800,393,39.06,78.12,2
2022090800,414,0.8900000000000148,0.0,0
2022090800,438,5.77,5.77,1
2022090800,467,2.0100000000000016,0.0,0
2022090800,486,12.469999999999999,0.0,0
2022090800,529,1.7099999999999884,1.7099999999999884,1
2022090800,550,47.58,47.58,1
2022090800,569,46.06999999999999,46.06999999999999,1
2022090800,593,48.0,0.0,0
2022090800,617,26.060000000000002,26.060000000000002,1
2022090800,646,45.47,0.0,0
2022090800,692,53.19999999999999,0.0,0
2022090800,721,43.94,131.82,3
2022090800,775,0.6399999999999935,0.0,0
2022090800,818,58.86,58.86,1
2022090800,867,34.77000000000001,0.0,0
2022090800,896,33.120000000000005,33.120000000000005,1
2022090800,933,31.06,62.12,2
2022090800,954,3.530000000000003,0.0,0
2022090800,1009,57.309999999999995,0.0,0
2022090800,1030,43.4,43.4,1
2022090800,1102,27.039999999999992,135.19999999999996,5
2022090800,1126,55.97999999999999,0.0,0
2022090800,1187,36.31,72.62,2
2022090800,1208,34.81999999999999,0.0,0
2022090800,1230,57.190000000000005,57.190000000000005,1
2022090800,1254,55.22999999999999,55.22999999999999,1
2022090800,1286,27.039999999999996,54.07999999999999,2
2022090800,1315,25.88,0.0,0
2022090800,1334,21.660000000000004,43.32000000000001,2
2022090800,1358,67.28,0.0,0
2022090800,1385,7.279999999999994,7.279999999999994,1
2022090800,1406,5.790000000000003,0.0,0
2022090800,1427,40.08,40.08,1
2022090800,1483,40.489999999999995,0.0,0
2022090800,1504,38.28,38.28,1
2022090800,1563,2.6200000000000045,0.0,0
2022090800,1609,1.320000000000002,0.0,0
2022090800,1635,35.37999999999998,0.0,0
2022090800,1657,45.68,0.0,0
2022090800,1712,41.379999999999995,0.0,0
2022090800,1736,3.8700000000000045,0.0,0
2022090800,1757,28.35,28.35,1
2022090800,1800,62.97,0.0,0
2022090800,1836,46.72,46.72,1
2022090800,1946,34.14,0.0,0
2022090800,1967,1.9199999999999893,0.0,0
2022090800,1991,52.239999999999995,156.71999999999997,3
2022090800,2043,13.980000000000002,13.980000000000002,1
2022090800,2072,35.93000000000001,35.93000000000001,1
2022090800,2093,28.769999999999996,28.769999999999996,1
2022090800,2137,49.91,0.0,0
2022090800,2163,30.119999999999997,30.119999999999997,1
2022090800,2184,56.31,56.31,1
2022090800,2208,49.59,49.59,1
2022090800,2288,24.789999999999996,24.789999999999996,1
2022090800,2336,5.120000000000001,5.120000000000001,1
2022090800,2360,35.28999999999999,35.28999999999999,1
2022090800,2381,3.8599999999999994,3.8599999999999994,1
2022090800,2400,2.099999999999998,0.0,0
2022090800,2464,49.9,49.9,1
2022090800,2485,40.66000000000001,0.0,0
2022090800,2506,27.330000000000005,27.330000000000005,1
2022090800,2527,58.64,58.64,1
2022090800,2551,37.82,37.82,1
2022090800,2572,52.81,52.81,1
2022090800,2599,34.620000000000005,0.0,0
2022090800,2623,55.7,0.0,0
2022090800,2688,12.800000000000002,12.800000000000002,1
2022090800,2712,33.750000000000014,67.50000000000003,2
2022090800,2733,63.33,63.33,1
2022090800,2755,60.07000000000001,60.07000000000001,1
2022090800,2815,42.290000000000006,0.0,0
2022090800,2839,24.139999999999993,0.0,0
2022090800,2860,1.33,0.0,0
2022090800,2884,47.61,0.0,0
2022090800,2908,0.14999999999999858,0.0,0
2022090800,2934,35.199999999999996,140.79999999999998,4
2022090800,2958,52.94999999999999,0.0,0
2022090800,2979,55.85,55.85,1
2022090800,3047,36.56000000000001,0.0,0
2022090800,3092,44.14999999999999,44.14999999999999,1
2022090800,3121,42.13000000000001,0.0,0
2022090800,3145,1.9799999999999933,1.9799999999999933,1
2022090800,3166,0.5400000000000098,0.0,0
2022090800,3190,0.5700000000000047,0.0,0
2022090800,3214,0.3299999999999912,0.0,0
2022090800,3262,32.85000000000001,32.85000000000001,1
2022090800,3283,41.730000000000004,83.46000000000001,2
2022090800,3304,29.33,29.33,1
2022090800,3341,38.78,0.0,0
2022090800,3362,0.17000000000000348,0.0,0
2022090800,3407,0.4800000000000004,0.0,0
2022090800,3431,0.9799999999999969,0.0,0
2022090800,3455,1.4300000000000015,0.0,0
2022090800,3489,0.0,0.0,0
2022090800,3513,14.440000000000005,0.0,0
2022090800,3537,2.089999999999989,0.0,0
2022090800,3576,47.39999999999999,0.0,0
2022090800,3617,0.38999999999999524,0.0,0
2022090800,3636,27.330000000000002,27.330000000000002,1
2022090800,3674,41.58,41.58,1
2022090800,3696,59.080000000000005,0.0,0
2022091100,57,32.5,32.5,1
2022091100,78,23.009999999999998,23.009999999999998,1
2022091100,99,16.3,0.0,0
2022091100,121,29.57,29.57,1
2022091100,145,20.320000000000007,40.640000000000015,2
2022091100,166,17.68,17.68,1
2022091100,190,39.03,39.03,1
2022091100,212,23.069999999999993,69.20999999999998,3
2022091100,233,28.999999999999993,57.999999999999986,2
2022091100,301,39.69,39.69,1
2022091100,322,34.540000000000006,0.0,0
2022091100,348,56.88,0.0,0
2022091100,395,16.830000000000005,33.66000000000001,2
2022091100,419,58.279999999999994,58.279999999999994,1
2022091100,458,38.92,38.92,1
2022091100,501,24.779999999999998,49.559999999999995,2
2022091100,522,55.36000000000001,0.0,0
2022091100,546,34.31,34.31,1
2022091100,572,46.05000000000001,0.0,0
2022091100,594,37.92999999999999,0.0,0
2022091100,679,19.599999999999998,19.599999999999998,1
2022091100,719,32.16999999999999,32.16999999999999,1
2022091100,741,7.239999999999995,7.239999999999995,1
2022091100,762,47.70000000000001,0.0,0
2022091100,783,3.4499999999999993,0.0,0
2022091100,807,27.689999999999998,27.689999999999998,1
2022091100,828,61.739999999999995,61.739999999999995,1
2022091100,870,23.130000000000003,23.130000000000003,1
2022091100,914,29.27,58.54,2
2022091100,935,6.9,6.9,1
