,gameId,playId,off_xpass,def_xpass
0,2022102302,2655,0.7792153589315526,0.7239958805355304
1,2022091809,3698,0.685163165543665,0.42581521739130435
2,2022103004,3146,0.6280206353516156,0.7576530612244898
3,2022110610,348,,0.744
4,2022102700,2799,0.33972602739726027,0.42746478873239435
5,2022100205,2314,0.5556573522675218,0.4646188850967008
6,2022110605,3861,0.5162530583711988,0.7904463040446305
7,2022100203,3994,0.7629860031104199,0.7019769843611685
8,2022091104,3662,,
9,2022100204,1422,0.5232310962648041,0.6311569301260023
10,2022100912,445,0.5205091937765205,0.5724489795918367
11,2022102306,3240,0.6896450572015254,0.5910301044439894
12,2022091112,1674,,
13,2022110603,2325,0.5118110236220472,0.6346489696122948
14,2022092511,1310,0.562060230790881,0.36908230152949745
15,2022100212,2463,0.7262958280657396,0.6264550264550265
16,2022100913,2604,0.5923995656894679,0.679176072234763
17,2022102308,3304,,
18,2022110607,3178,0.6361111111111111,0.7267165193745752
19,2022100207,681,0.5045146726862303,0.661637239165329
20,2022092505,3437,0.5880617339990921,0.7712846347607053
21,2022100202,3292,0.5986962190352021,0.5717344753747323
22,2022091111,923,,
23,2022092506,1412,0.6350148367952523,0.508911316298046
24,2022110300,1182,0.6973808772483433,0.28400735294117646
25,2022103011,1982,0.4611872146118721,0.6767203513909223
26,2022091109,3544,,
27,2022101601,2344,0.5674698795180723,0.6102159753171066
28,2022100900,3560,0.538203893657107,0.6170321264660887
29,2022091109,2502,,
30,2022091803,1222,0.584618175222202,0.6575370675453048
31,2022092509,2694,0.5081273658427967,0.6553825321597834
32,2022102700,710,0.751922091235264,0.6115949918345128
33,2022101700,3813,0.5769774011299436,0.6788399570354458
34,2022101608,1317,0.7793439956627812,0.5384615384615384
35,2022091806,346,0.6084865629420085,0.6892430278884463
36,2022092506,226,0.6709844559585493,0.4902241297091082
37,2022101609,888,0.6437956204379562,0.5482147877424797
38,2022103007,2474,0.6731099656357389,0.6212792906903103
39,2022100913,893,0.5936423841059603,0.6432470923332542
40,2022102302,1437,0.28719635627530365,0.5026417752729835
41,2022092503,1755,0.7694090382387022,0.5309941520467836
42,2022100904,3693,0.6256684491978609,0.5375996015936255
43,2022092511,2008,,0.6168760240305844
44,2022103100,2098,0.6048699501936912,0.4549800796812749
45,2022100211,2256,0.6435509983810038,0.7338882921589689
46,2022101601,1919,0.5674698795180723,0.6207425590671986
47,2022091104,4469,,
48,2022091109,1041,,
49,2022100209,1698,0.5345674348318852,0.7386308068459657
50,2022103009,555,0.7311298640412565,0.7337197408796454
51,2022092506,717,0.6468361276365603,0.508911316298046
52,2022103001,664,0.4557377049180328,0.7715202801283921
53,2022103100,3727,0.5957587806494367,0.4182692307692308
54,2022092502,64,0.7489376770538244,0.6989176054782417
55,2022091804,699,0.7204125950054289,0.7243558580456976
56,2022091810,1677,0.6021867115222876,0.6541760722347629
57,2022091810,2532,0.5957924263674614,0.645909645909646
58,2022091107,254,,
59,2022092900,2469,0.6274944567627494,0.7966724704971948
60,2022091811,713,0.75,0.6448045267489712
61,2022103001,3953,0.45951283739302173,0.6695675822681534
62,2022103012,2252,,0.4781973203410475
63,2022100908,552,0.8929464732366184,0.5180072028811524
64,2022101600,177,0.5691551603089164,0.7269432138542086
65,2022091802,3557,0.6431598062953995,0.6208860759493671
66,2022110600,2292,0.456108182443273,
67,2022100207,1458,0.49529411764705883,0.6669535283993115
68,2022101605,3982,0.38965201465201466,0.5908529048207664
69,2022092504,3192,0.6125498007968128,0.550828729281768
70,2022092503,3006,0.720971302428256,0.6568156630956778
71,2022101604,3174,0.6019928037641848,0.6164973838104032
72,2022110606,120,0.5398379473328832,0.5766544117647059
73,2022102000,1707,0.5437201907790143,0.6141664883372566
74,2022091105,3712,,
75,2022101600,1215,0.5349544072948328,0.7004018081366148
76,2022091500,2436,0.5561125034809246,0.6760057471264368
77,2022100903,730,0.5434995112414467,0.6527331189710611
78,2022103002,240,0.4735964424680378,0.6833484986351228
79,2022100907,3032,0.675445391169636,0.5667574931880109
80,2022102308,3207,,
81,2022103005,121,,0.7503371219418223
82,2022092510,2324,0.6801176965111392,0.57104736490994
83,2022100910,3801,0.7193088814792361,0.7454289732770746
84,2022103005,999,,0.7503371219418223
